categoria,subcategoria,descripcion,unidades,precio
Agua y refrescos,Refresco de cola,Refresco Coca-Cola,4 botellas x 500 ml,"5,40 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola,Botella 500 ml,"1,55 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola,12 latas x 330 ml,"11,16 €10,44 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola,Lata 330 ml,"0,95 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado,Botella 2 L,"1,10 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado,6 latas x 330 ml,"2,34 € /pack"
Agua y refrescos,Refresco de cola,Refresco cola Hacendado,Lata 330 ml,"0,39 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Pepsi,"Botella 1,75 L","1,69 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,12 latas x 330 ml,"10,44 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,Lata 330 ml,"0,89 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,2 botellas x 2 L,"3,90 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,Botella 2 L,"1,99 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,"Botella 1,25 L","1,49 €1,25 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,4 botellas x 500 ml,"5,00 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero azúcar,Botella 500 ml,"1,45 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola light,9 latas x 330 ml,"7,83 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola light,Lata 330 ml,"0,89 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,12 latas x 330 ml,"10,44 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,Lata 330 ml,"0,89 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,"3,90 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,Botella 2 L,"1,99 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar,Botella 2 L,"0,70 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar,6 latas x 330 ml,"1,92 € /pack"
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar,Lata 330 ml,"0,32 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,"0,70 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,"1,92 € /pack"
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,"0,32 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Pepsi Zero azúcar,"Botella 1,75 L","1,69 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,12 latas x 330 ml,"10,44 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,Lata 330 ml,"0,89 € /ud."
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,"3,90 € /pack"
Agua y refrescos,Refresco de cola,Refresco Coca-Cola Zero Zero,Botella 2 L,"1,99 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,"0,70 € /ud."
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,"1,92 € /pack"
Agua y refrescos,Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,"0,32 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón,Botella 2 L,"1,79 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón,9 latas x 330 ml,"6,57 €5,76 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón,Lata 330 ml,"0,75 €0,66 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta limón zero azúcares añadidos,Lata 330 ml,"0,75 €0,66 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,6 latas x 330 ml,"2,10 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,Lata 330 ml,"0,35 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,6 latas x 330 ml,"2,10 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,Lata 330 ml,"0,35 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco limón Schweppes original,8 latas x 330 ml,"7,52 €5,12 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco limón Schweppes original,Lata 330 ml,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite,Botella 2 L,"1,59 €1,25 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite,8 latas x 330 ml,"4,56 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Sprite,Lata 330 ml,"0,59 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar,Botella 2 L,"1,59 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar,9 latas x 330 ml,"4,95 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón 7 Up zero azúcar,Lata 330 ml,"0,59 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,6 latas x 330 ml,"2,10 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,Lata 330 ml,"0,35 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco lima limón Hacendado zero azúcar fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja,2 botellas x 2 L,"3,50 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja,Botella 2 L,"1,79 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja,9 latas x 330 ml,"6,57 €5,76 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja,Lata 330 ml,"0,75 €0,66 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos,Botella 2 L,"1,79 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos,Lata 330 ml,"0,75 €0,66 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,6 latas x 330 ml,"2,10 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,Lata 330 ml,"0,35 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,Botella 2 L,"0,95 € /ud."
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,6 latas x 330 ml,"2,10 € /pack"
Agua y refrescos,Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,Lata 330 ml,"0,35 € /ud."
Agua y refrescos,Tónica y bitter,Tónica original Schweppes,8 latas x 330 ml,"7,52 € /pack"
Agua y refrescos,Tónica y bitter,Tónica original Schweppes,Lata 330 ml,"0,95 € /ud."
Agua y refrescos,Tónica y bitter,Tónica original Schweppes,Botella 1 L,"1,90 € /ud."
Agua y refrescos,Tónica y bitter,Tónica original Schweppes,6 botellines x 200 ml,"6,30 € /pack"
Agua y refrescos,Tónica y bitter,Tónica original Schweppes,Botellín 200 ml,"1,06 € /ud."
Agua y refrescos,Tónica y bitter,Tónica Hacendado,6 latas x 330 ml,"2,28 € /pack"
Agua y refrescos,Tónica y bitter,Tónica Hacendado,Lata 330 ml,"0,38 € /ud."
Agua y refrescos,Tónica y bitter,Tónica zero calorías Schweppes,8 latas x 330 ml,"7,52 € /pack"
Agua y refrescos,Tónica y bitter,Tónica zero calorías Schweppes,Lata 330 ml,"0,95 € /ud."
Agua y refrescos,Tónica y bitter,Tónica Nordic Mist,8 latas x 250 ml,"4,72 € /pack"
Agua y refrescos,Tónica y bitter,Tónica Nordic Mist,Lata 250 ml,"0,69 € /ud."
Agua y refrescos,Tónica y bitter,Tónica pink zero Schweppes,8 latas x 330 ml,"7,52 € /pack"
Agua y refrescos,Tónica y bitter,Tónica pink zero Schweppes,Lata 330 ml,"0,95 € /ud."
Agua y refrescos,Tónica y bitter,Bitter Kas sin alcohol,Lata 330 ml,"0,99 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té al limón Nestea,8 latas x 330 ml,"7,68 € /pack"
Agua y refrescos,Refresco de té y sin gas,Refresco té al limón Nestea,Lata 330 ml,"0,99 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té al limón Nestea,"Botella 1,5 L","1,99 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té verde Hacendado,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor melocotón Hacendado zero,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor melocotón Hacendado,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado para diluir,Caja 12 sobres (36 g),"1,50 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor melocotón Hacendado para diluir,Caja 12 sobres (36 g),"1,50 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor mango Hacendado zero,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado,6 latas x 330 ml,"3,00 € /pack"
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado,Lata 330 ml,"0,50 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco té sabor limón Hacendado zero,"Botella 1,5 L","0,95 € /ud."
Agua y refrescos,Refresco de té y sin gas,Limonada Don Simón light sin gas,Botella 2 L,"1,50 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Simon Life sin gas,"Botella 1,5 L","1,85 €1,60 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas,Botella 2 L,"1,40 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas,4 botellas x 330 ml,"1,50 € /pack"
Agua y refrescos,Refresco de té y sin gas,Refresco fusión de frutas Gold Spring cero sin gas,Botella 2 L,"1,40 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco de naranja Trina sin gas,"Botella 1,5 L","1,69 € /ud."
Agua y refrescos,Refresco de té y sin gas,Bebida Florida Sunny Delight,"Botella 1,25 L","1,95 €1,65 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco de manzana sin gas,"Botella 1,5 L","1,00 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco piña-coco Gold Spring cero sin gas,Botella 2 L,"1,40 € /ud."
Agua y refrescos,Refresco de té y sin gas,Agua de coco Chaokoh 100% natural,Brick 1 L,"2,60 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco sandía Gold Spring cero sin gas,Botella 2 L,"1,40 € /ud."
Agua y refrescos,Refresco de té y sin gas,Refresco Caribe Gold Spring cero sin gas,Botella 2 L,"1,40 € /ud."
Agua y refrescos,Refresco de té y sin gas,Limonada Hacendado light sin gas,4 botellas x 330 ml,"1,50 € /pack"
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado,3 botes x 150 g,"3,12 € /pack"
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado,3 botes x 50 g,"1,60 € /pack"
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado,Bote 350 g (150 g escurrido),"1,04 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado sin hueso,Tarro 835 g (400 g escurrido),"2,60 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de anchoa Hacendado reducido en sal,Bote 350 g (150 g escurrido),"1,40 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal,3 botes x 50 g,"1,80 € /pack"
Aperitivos,Aceitunas y encurtidos,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro 980 g (600 g escurrido),"3,30 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas gazpacha Hacendado con hueso,Tarro 835 g (500 g escurrido),"2,50 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de anchoa Hacendado,Bote 350 g (150 g escurrido),"1,65 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de anchoa Hacendado,"Bote 1,46 kg (600 g escurrido)","3,95 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado sin hueso,3 paquetes x 75 g,"1,65 € /pack"
Aperitivos,Aceitunas y encurtidos,Aceitunas estilo caseras Hacendado aliñadas,Tarro 935 g (550 g escurrido),"2,90 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla Hacendado con hueso,Tarro 835 g (500 g escurrido),"2,60 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla aliñadas Hacendado sin hueso,Tarro 420 g (200 g escurrido),"1,85 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro 350 g (185 g escurrido),"1,70 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de jalapeño Hacendado,Bote 350 g (150 g escurrido),"1,65 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas aloreña Roldán partida con hueso,"Bote 1,33 kg (830 g escurrido)","4,20 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas rellenas de pimiento asado Hacendado,Bote 350 g (150 g escurrido),"1,65 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro 935 g (530 g escurrido),"3,20 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro 430 g (250 g escurrido),"1,50 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas Olives Garcia partida con hueso,Bote 815 g (450 g escurrido),"3,95 €3,90 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas arbequina Hacendado con hueso,Tarro 370 g (210 g escurrido),"1,75 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes rellenas de boquerón Hacendado en vinagre,Bote 350 g (150 g escurrido),"1,75 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas picadedos Hacendado aliñadas sin hueso,Tarro 710 g (350 g escurrido),"3,25 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado sin hueso,Bote 350 g (150 g escurrido),"1,20 €1,10 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas negras naturales de Aragón Campo Nature,Tarro 200 g,"2,50 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado con hueso,Bote 350 g (185 g escurrido),"1,15 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas arrugadas negras de Aragón Campo Nature,Tarro 210 g,"2,80 € /ud."
Aperitivos,Aceitunas y encurtidos,Aceitunas negras Hacendado a rodajas,3 botes x 50 g,"2,20 €2,15 € /pack"
Aperitivos,Aceitunas y encurtidos,Banderillas picantes Hacendado,Tarro 345 g (160 g escurrido),"1,55 € /ud."
Aperitivos,Aceitunas y encurtidos,Banderillas dulces Hacendado en vinagre,Tarro 345 g (160 g escurrido),"1,55 € /ud."
Aperitivos,Aceitunas y encurtidos,Mix de encurtidos Hacendado,Tarro 670 g (370 g escurrido),"2,35 € /ud."
Aperitivos,Aceitunas y encurtidos,Pepinillos medianos Convite,Tarro 420 g (230 g escurrido),"1,30 € /ud."
Aperitivos,Aceitunas y encurtidos,Altramuces Hacendado,Tarro 690 g (440 g escurrido),"1,75 € /ud."
Aperitivos,Aceitunas y encurtidos,Alcaparras Hacendado en vinagre,Tarro 135 g (80 g escurrido),"1,30 € /ud."
Aperitivos,Aceitunas y encurtidos,Pepinillos en vinagre Hacendado,Tarro 670 g (370 g escurrido),"2,10 €2,05 € /ud."
Aperitivos,Aceitunas y encurtidos,Picadillo de variantes Hacendado,Tarro 420 g (250 g escurrido),"1,80 € /ud."
Aperitivos,Aceitunas y encurtidos,Pepinillos laminados agridulces Hacendado,Tarro 530 g (290 g escurrido),"1,80 € /ud."
Aperitivos,Aceitunas y encurtidos,Cebollitas Hacendado,Tarro 350 g (190 g escurrido),"1,50 € /ud."
Aperitivos,Aceitunas y encurtidos,Guindillas picantes Hacendado,Tarro 285 g (125 g escurrido),"1,30 € /ud."
Aperitivos,Aceitunas y encurtidos,Ajos aliñados Hacendado,Tarro 345 g (235 g escurrido),"2,40 € /ud."
Aperitivos,Aceitunas y encurtidos,Berenjenas de Almagro Antonio aliño suave,Bote 800 g (350 g escurrido),"2,89 € /ud."
Aperitivos,Aceitunas y encurtidos,Jalapeños picantes Hacendado en vinagre,Tarro 135 g (60 g escurrido),"1,65 € /ud."
Aperitivos,Aceitunas y encurtidos,Piparra Hacendado,Tarro 285 g (125 g escurrido),"2,50 € /ud."
Aperitivos,Aceitunas y encurtidos,Pepinillos agridulces Hacendado,Tarro 670 g (360 g escurrido),"1,45 €1,40 € /ud."
Aperitivos,Aceitunas y encurtidos,Pepinillos agridulces Hacendado,Tarro 425 g (230 g escurrido),"1,60 €1,55 € /ud."
Aperitivos,Frutos secos y fruta desecada,Nuez natural Hacendado pelada,Paquete 200 g,"2,00 € /ud."
Aperitivos,Frutos secos y fruta desecada,Almendra natural Hacendado,Paquete 200 g,"2,05 € /ud."
Aperitivos,Frutos secos y fruta desecada,Pistacho tostado Hacendado con sal,Paquete 250 g,"3,35 € /ud."
Aperitivos,Frutos secos y fruta desecada,Pipas girasol tostadas Hacendado gigante con sal,Paquete 200 g,"1,20 € /ud."
Aperitivos,Frutos secos y fruta desecada,Pistacho tostado Hacendado 0% sal añadida,Paquete 250 g,"3,35 € /ud."
Aperitivos,Frutos secos y fruta desecada,Cacahuete frito con sal Belnut pelado,Paquete 250 g,"1,05 € /ud."
Aperitivos,Frutos secos y fruta desecada,Pipas girasol tostadas Hacendado gigante aguasal,Paquete 200 g,"1,20 € /ud."
Aperitivos,Frutos secos y fruta desecada,Anacardo natural Hacendado,Paquete 200 g,"2,30 € /ud."
Aperitivos,Frutos secos y fruta desecada,Palomitas de maíz con sal Hacendado para microondas,Paquete 3 ud. (270 g),"1,10 € /ud."
Aperitivos,Frutos secos y fruta desecada,Anacardo frito salado Hacendado,Paquete 200 g,"2,40 € /ud."
Aperitivos,Frutos secos y fruta desecada,Avellana tostada Hacendado 0% sal añadida,Paquete 200 g,"3,10 € /ud."
Aperitivos,Frutos secos y fruta desecada,Almendra tostada y salada Hacendado con piel,Paquete 200 g,"2,80 € /ud."
Aperitivos,Frutos secos y fruta desecada,Cacahuete frito y salado Hacendado con piel,Paquete 250 g,"1,30 € /ud."
Aperitivos,Frutos secos y fruta desecada,Maíz frito crujiente y tierno Hacendado,Paquete 170 g,"1,00 € /ud."
Aperitivos,Frutos secos y fruta desecada,Almendra frita y salada Hacendado pelada,Paquete 200 g,"2,55 € /ud."
Aperitivos,Frutos secos y fruta desecada,Cacahuete tostado Hacendado 0% sal añadida,Paquete 400 g,"1,60 €1,55 € /ud."
Aperitivos,Frutos secos y fruta desecada,Almendra tostada Hacendado 0% sal añadida con piel,Paquete 200 g,"2,80 € /ud."
Aperitivos,Frutos secos y fruta desecada,Maíz palomitas Hacendado,Paquete 250 g,"0,82 € /ud."
Aperitivos,Frutos secos y fruta desecada,Maíz frito gigante Hacendado,Paquete 150 g,"1,40 € /ud."
Aperitivos,Frutos secos y fruta desecada,Nuez macadamia Hacendado tostada con sal,Paquete 100 g,"2,65 € /ud."
Aperitivos,Frutos secos y fruta desecada,Mezcla semillas Hacendado,Paquete 200 g,"1,39 € /ud."
Aperitivos,Frutos secos y fruta desecada,Pipas de calabaza natural Hacendado peladas,Paquete 150 g,"1,63 € /ud."
